month_t_minus_12,month_t_minus_11,month_t_minus_10,month_t_minus_9,month_t_minus_8,month_t_minus_7,month_t_minus_6,month_t_minus_5,month_t_minus_4,month_t_minus_3,month_t_minus_2,month_t_minus_1
0.77446747,0.7641537,0.9292012,0.6197357,0.53721195,0.4959511,0.60942,0.7641537,0.47531965,0.2586936,0.1452247,0.07301668
0.7641537,0.9292012,0.6197357,0.53721195,0.4959511,0.60942,0.7641537,0.47531965,0.2586936,0.1452247,0.07301668,-0.06108563
0.9292012,0.6197357,0.53721195,0.4959511,0.60942,0.7641537,0.47531965,0.2586936,0.1452247,0.07301668,-0.06108563,-0.29834113
0.6197357,0.53721195,0.4959511,0.60942,0.7641537,0.47531965,0.2586936,0.1452247,0.07301668,-0.06108563,-0.29834113,-0.56654376
0.53721195,0.4959511,0.60942,0.7641537,0.47531965,0.2586936,0.1452247,0.07301668,-0.06108563,-0.29834113,-0.56654376,-1.3195732
0.4959511,0.60942,0.7641537,0.47531965,0.2586936,0.1452247,0.07301668,-0.06108563,-0.29834113,-0.56654376,-1.3195732,-1.6084073
0.60942,0.7641537,0.47531965,0.2586936,0.1452247,0.07301668,-0.06108563,-0.29834113,-0.56654376,-1.3195732,-1.6084073,-1.5568286
0.7641537,0.47531965,0.2586936,0.1452247,0.07301668,-0.06108563,-0.29834113,-0.56654376,-1.3195732,-1.6084073,-1.5568286,-1.6702995
0.47531965,0.2586936,0.1452247,0.07301668,-0.06108563,-0.29834113,-0.56654376,-1.3195732,-1.6084073,-1.5568286,-1.6702995,-1.7012466
0.2586936,0.1452247,0.07301668,-0.06108563,-0.29834113,-0.56654376,-1.3195732,-1.6084073,-1.5568286,-1.6702995,-1.7012466,-1.2576809
0.1452247,0.07301668,-0.06108563,-0.29834113,-0.56654376,-1.3195732,-1.6084073,-1.5568286,-1.6702995,-1.7012466,-1.2576809,-0.71095985
